cell,BACH2,BATF,BIRC5,CCR7,CD160,CDK1,CTLA4,CX3CR1,DNMT3A,EGR2,ENTPD1,GNLY,GZMB,GZMK,HAVCR2,IFNG,IKZF2,IL7R,KLRD1,KLRG1,LAG3,LEF1,MKI67,NKG7,NR4A1,NR4A2,NR4A3,PCNA,PDCD1,PRDM1,PRF1,SELL,SLAMF6,STMN1,TBX21,TCF7,TIGIT,TOP2A,TOX
ref_00367,4.054,2.989,3.657,2.989,2.989,3.657,2.989,6.118,4.054,4.054,3.657,4.054,6.465,6.676,4.054,6.235,3.657,3.657,6.198,3.657,2.989,2.989,3.657,6.745,2.989,4.054,3.657,4.054,4.054,3.657,6.494,2.989,2.989,4.054,6.34,3.657,4.054,3.657,3.657
ref_00368,3.484,3.879,3.879,4.162,3.484,3.484,4.162,6.228,3.484,3.879,3.879,3.879,6.611,6.45,3.879,6.545,3.484,3.484,6.693,3.879,2.821,3.879,3.484,6.712,3.879,3.879,3.879,3.484,3.484,4.162,6.693,3.484,3.484,3.484,6.094,3.484,3.879,3.879,3.484
ref_00369,3.501,3.897,3.501,3.501,3.501,3.501,2.838,5.614,3.897,3.897,3.897,3.897,6.54,7.148,3.501,6.492,4.179,4.179,6.67,3.501,3.897,3.897,3.501,6.629,3.501,3.501,3.897,3.897,3.897,3.897,6.67,3.501,3.501,3.501,5.776,3.501,3.897,3.501,3.897
ref_00370,3.751,3.751,3.751,3.751,3.751,4.032,3.357,5.927,3.751,3.751,4.032,4.032,6.344,7.024,4.032,6.542,3.357,4.032,6.241,4.032,4.032,4.032,4.032,6.673,4.252,4.032,3.751,4.032,4.032,4.032,6.501,3.751,3.751,4.032,6.214,3.751,4.032,4.032,3.357
ref_00371,2.98,4.044,3.648,3.648,3.648,2.98,3.648,5.764,3.648,2.98,4.044,3.648,6.736,7.023,2.98,6.262,2.98,2.98,5.875,2.98,4.044,3.648,3.648,6.426,2.98,3.648,2.98,2.98,3.648,3.648,5.975,3.648,2.98,2.98,6.108,3.648,2.98,3.648,2.98
ref_00372,3.364,4.039,3.364,3.364,4.259,4.039,4.039,6.764,3.364,3.757,3.364,3.364,6.375,6.662,3.757,6.398,3.757,3.757,6.588,3.757,3.757,3.757,3.757,6.662,3.364,4.039,3.364,4.039,4.039,3.364,6.444,4.039,3.757,3.757,6.508,4.039,4.039,3.757,3.364
ref_00373,3.607,3.607,3.607,3.607,2.94,3.607,3.607,6.525,4.003,3.607,4.003,3.607,6.576,6.384,3.607,6.471,3.607,3.607,6.22,3.607,3.607,4.003,3.607,6.289,3.607,3.607,4.003,2.94,3.607,2.94,6.414,3.607,4.003,3.607,5.884,2.94,3.607,3.607,4.003
ref_00374,3.603,3.603,3.603,3.603,2.937,2.937,4.0,5.594,3.603,3.603,2.937,4.0,6.734,6.547,3.603,6.143,3.603,4.0,6.285,3.603,3.603,2.937,4.0,6.252,4.0,4.0,3.603,4.0,3.603,4.0,6.252,3.603,3.603,3.603,6.285,3.603,2.937,4.0,4.0
ref_00375,3.633,3.633,3.633,4.03,3.633,3.633,2.966,5.912,3.633,3.633,3.633,3.633,6.552,6.211,2.966,6.47,3.633,3.633,6.349,4.03,3.633,4.03,3.633,6.676,3.633,2.966,4.03,2.966,4.03,3.633,6.316,4.03,3.633,3.633,5.96,3.633,2.966,3.633,3.633
ref_00376,4.062,3.385,4.062,3.78,3.78,3.385,3.78,6.53,3.78,3.78,3.78,3.385,7.041,6.444,3.78,6.126,4.281,3.385,6.323,3.385,3.78,3.78,4.062,6.094,3.78,3.78,4.062,3.78,3.78,3.78,6.397,3.78,3.78,3.78,6.753,4.062,4.062,3.385,3.78
ref_00377,3.045,3.714,3.714,3.714,3.045,3.714,3.045,6.217,3.714,3.045,3.714,3.045,6.635,6.758,3.714,6.494,3.714,3.045,6.524,3.045,3.714,3.045,3.045,6.494,3.045,3.045,4.111,3.714,3.714,3.714,6.043,3.045,3.714,3.714,6.089,3.045,3.714,3.714,3.714
ref_00378,3.556,3.556,3.556,3.556,3.556,3.556,3.556,6.446,3.952,3.556,3.952,3.556,6.573,6.842,2.891,6.269,3.556,3.556,6.332,2.891,3.556,2.891,3.556,6.269,3.952,2.891,3.556,3.556,3.556,2.891,6.094,3.556,3.556,3.556,5.727,2.891,3.556,3.556,2.891
ref_00379,3.506,3.901,3.506,3.901,3.901,3.901,3.901,6.25,3.506,3.506,3.901,3.901,6.634,6.545,3.901,6.218,3.506,3.506,6.281,3.901,3.506,3.506,3.506,6.31,3.506,3.901,3.506,3.901,3.506,3.506,5.781,3.506,3.901,3.506,6.521,3.506,3.506,3.506,3.901
ref_00380,4.08,3.683,3.683,3.015,3.683,3.683,4.08,6.102,4.08,3.015,3.683,3.683,6.794,6.629,3.683,6.224,3.683,4.08,5.963,3.683,4.08,3.683,3.683,6.877,3.683,3.683,3.015,3.683,3.683,3.683,6.298,4.08,3.683,3.015,6.75,4.08,3.683,3.683,3.683
ref_00381,3.735,3.735,4.016,3.341,3.735,3.341,3.341,6.674,4.016,3.735,3.341,3.735,6.724,6.982,4.236,6.602,3.735,3.341,6.277,3.735,4.016,3.341,4.016,6.505,3.735,3.341,3.341,3.341,4.236,3.735,6.277,3.341,3.735,4.016,6.351,4.016,3.341,4.016,3.341
ref_00382,3.681,3.681,3.681,3.681,3.013,3.681,3.681,6.46,3.681,3.681,4.078,4.078,6.725,6.183,3.681,6.547,4.078,4.078,6.43,3.681,3.681,3.681,3.681,6.296,3.681,4.078,3.681,3.681,4.078,3.681,6.652,3.681,3.681,3.681,6.056,3.681,3.681,3.681,3.681
ref_00383,3.352,3.745,3.352,4.027,3.745,3.745,3.352,6.453,3.352,3.745,3.745,3.745,6.338,6.667,3.352,6.631,3.745,3.745,6.613,3.352,3.745,3.745,3.745,6.288,3.745,3.745,2.693,3.745,3.745,3.352,6.288,3.745,3.352,3.352,6.649,4.027,4.027,3.352,3.352
ref_00384,4.27,3.591,3.987,3.591,3.987,3.591,3.987,6.56,3.987,3.591,3.987,3.591,6.273,6.337,3.591,6.168,3.591,3.591,6.427,3.987,3.987,3.987,3.591,6.678,3.591,3.987,3.591,4.27,3.591,3.591,5.964,3.591,3.591,3.987,6.609,3.987,3.591,4.27,3.987
ref_00385,3.569,3.569,3.569,3.965,3.965,4.248,3.569,6.25,3.965,3.569,3.569,2.904,6.432,6.891,2.904,6.315,3.569,3.569,6.586,3.965,3.965,3.569,3.569,6.677,3.569,3.965,3.965,3.569,3.965,3.965,6.78,3.569,3.569,3.965,6.217,3.965,2.904,3.965,3.569
ref_00386,4.024,3.349,4.024,3.743,4.244,3.349,3.743,6.472,3.743,3.743,3.349,4.244,6.311,6.406,4.024,6.664,3.349,4.244,6.024,4.244,3.349,3.743,3.349,6.45,3.743,3.349,4.024,4.024,4.024,4.024,6.406,3.743,4.024,3.743,6.855,4.024,3.743,3.743,3.743
ref_00387,4.21,3.927,3.927,3.927,4.21,3.531,3.927,6.548,3.531,3.927,3.927,3.531,6.722,6.616,3.531,6.681,3.927,3.531,6.394,3.927,3.927,3.927,3.531,6.448,3.531,3.531,3.927,3.531,3.531,4.21,6.394,3.927,3.927,3.531,6.143,3.531,4.21,3.927,3.531
ref_00388,3.412,3.806,4.089,4.089,4.089,4.089,3.806,6.089,3.806,4.089,3.412,3.412,6.243,6.764,3.412,6.861,3.806,3.806,6.351,4.308,3.412,3.412,4.089,6.781,3.806,3.412,4.089,3.412,3.806,3.412,5.824,3.412,4.089,4.089,6.712,3.806,4.308,3.806,3.806
ref_00389,2.989,2.989,2.989,2.989,2.989,2.989,3.657,6.031,3.657,3.657,2.989,3.657,6.34,6.851,2.989,6.405,3.657,3.657,6.576,3.657,2.989,3.657,3.657,6.34,3.657,3.657,4.054,2.989,3.657,2.989,6.235,2.989,2.989,3.657,6.373,2.989,2.989,3.657,3.657
ref_00390,3.9,3.504,4.182,3.9,3.9,3.504,4.182,5.961,4.402,3.9,4.402,4.402,6.589,6.789,3.9,6.446,3.504,3.9,6.842,3.9,3.9,3.9,3.9,6.217,3.9,3.9,4.182,3.504,3.504,4.182,6.217,4.182,4.182,3.9,6.309,4.402,4.182,4.182,3.9
ref_00391,3.541,3.937,3.937,3.937,3.541,3.937,4.22,6.375,3.541,3.541,2.876,3.937,6.732,6.897,3.541,6.317,3.541,3.937,6.558,3.937,3.541,4.22,3.937,6.533,3.541,3.541,3.541,3.937,3.937,3.541,5.957,3.541,3.541,3.541,6.648,3.937,3.541,3.541,3.541
ref_00392,3.878,3.878,3.483,3.483,3.483,3.483,3.483,6.257,3.878,3.483,3.878,3.878,6.854,6.61,3.483,6.344,3.878,4.16,6.588,3.878,3.483,3.483,3.878,6.344,3.878,3.878,3.878,4.16,4.16,4.16,6.802,3.878,3.878,4.16,6.287,3.878,3.878,3.878,3.878
ref_00393,3.36,4.035,3.36,4.035,3.753,3.753,3.753,6.001,3.753,3.753,3.36,3.36,6.675,7.001,4.035,6.271,4.035,3.753,6.675,3.753,4.035,4.035,3.36,6.394,3.36,3.36,3.753,3.36,4.035,3.753,6.727,3.36,3.753,3.753,5.966,3.36,4.035,4.035,3.36
ref_00394,3.834,3.834,3.439,3.439,3.439,3.439,3.834,5.761,3.439,3.834,3.439,3.439,6.685,6.326,3.439,6.607,3.439,3.439,6.565,3.439,3.439,3.439,3.834,6.353,3.439,3.834,3.439,3.439,3.439,3.834,6.586,3.834,3.834,3.439,6.429,3.834,3.439,3.439,3.439
ref_00395,3.777,3.383,3.777,3.777,3.383,3.383,3.777,5.916,3.383,3.777,3.777,3.777,6.568,6.83,3.383,6.528,3.777,3.777,6.815,3.383,3.777,3.383,3.777,6.418,3.383,3.383,3.383,3.777,3.777,3.777,6.783,3.383,3.383,3.383,6.441,3.383,3.777,3.777,3.777
ref_00396,4.01,3.614,3.614,4.01,2.947,3.614,3.614,5.94,4.01,2.947,3.614,3.614,6.031,6.191,3.614,6.074,3.614,3.614,6.262,3.614,3.614,3.614,3.614,6.766,2.947,3.614,3.614,2.947,2.947,3.614,6.656,2.947,2.947,3.614,6.296,3.614,3.614,4.01,3.614
ref_00397,3.595,3.595,3.595,3.991,2.928,2.928,3.991,6.011,3.595,3.595,3.595,3.595,6.564,6.539,3.595,6.402,3.991,3.991,6.171,3.595,2.928,3.991,3.991,6.636,3.595,3.595,2.928,3.595,3.595,3.595,6.372,2.928,3.595,3.595,6.513,3.595,3.991,3.595,3.595
ref_00398,3.723,3.054,3.054,3.723,3.054,3.723,3.723,6.227,3.723,3.723,3.723,3.723,6.473,6.375,3.054,6.563,3.723,3.054,6.099,3.723,3.054,4.121,3.054,6.591,3.723,3.054,3.723,4.121,3.723,3.723,5.717,4.121,3.054,3.723,6.303,3.723,3.054,3.054,3.723
ref_00399,3.849,3.454,3.849,3.849,3.454,3.849,4.131,6.368,4.131,3.454,3.849,3.849,6.286,6.368,3.454,6.165,4.131,4.131,6.904,3.454,4.131,4.131,4.131,6.394,4.131,4.131,3.454,4.131,3.454,3.454,6.681,3.849,3.454,3.849,6.468,3.849,4.131,3.454,3.454
ref_00400,3.745,4.027,4.247,3.352,4.027,3.352,3.745,6.026,3.745,3.352,4.027,4.247,6.941,6.631,4.027,6.914,4.027,3.745,6.474,4.027,4.247,4.027,4.027,6.386,3.352,4.027,4.027,3.352,3.745,3.745,6.338,4.027,3.352,3.352,6.431,4.247,4.027,4.027,3.352
ref_00401,3.673,3.673,3.673,3.673,3.673,3.005,3.005,5.848,3.673,3.005,3.673,4.07,6.693,6.324,3.673,6.453,3.005,3.673,6.511,3.673,3.673,3.673,3.673,6.324,3.673,3.673,4.07,3.673,3.673,3.673,6.324,3.673,3.673,3.005,6.289,3.673,3.673,3.673,4.07
ref_00402,3.968,3.968,3.968,2.907,3.968,3.572,3.968,6.436,3.572,3.572,3.968,3.968,6.803,6.463,3.572,6.49,3.572,3.572,6.349,3.968,3.572,4.251,3.968,6.287,2.907,3.968,3.572,3.572,3.572,3.572,6.379,3.572,3.572,3.968,6.149,3.968,2.907,3.572,3.572
ref_00403,3.48,3.875,3.875,4.157,3.875,3.875,3.875,6.585,3.48,3.875,3.875,3.48,6.394,6.446,4.157,6.745,4.157,3.48,6.607,3.875,3.875,4.157,3.48,6.125,4.157,3.875,3.875,3.875,3.875,3.875,6.883,3.875,4.157,3.48,6.312,3.875,3.875,4.157,4.157
ref_00404,3.345,3.739,3.345,3.739,3.345,4.02,3.739,6.255,3.739,3.739,2.686,4.02,6.379,6.76,3.345,6.625,3.739,3.345,6.643,4.02,4.02,4.02,3.345,6.643,3.345,3.345,4.02,3.345,2.686,3.739,6.084,3.739,3.739,3.739,6.509,3.739,3.345,3.739,3.345
ref_00405,3.85,3.456,3.456,3.456,3.85,3.456,3.456,6.623,3.456,3.456,3.85,3.85,6.421,6.56,3.85,6.396,3.456,3.85,6.229,3.456,4.133,3.456,3.85,7.008,4.133,4.133,3.85,4.133,4.133,3.85,6.683,3.85,3.456,3.85,6.739,3.456,4.133,3.85,3.456
ref_00406,4.093,4.093,3.416,3.811,3.416,3.811,3.811,6.024,3.811,4.093,3.811,3.811,6.452,6.498,3.811,6.642,3.811,3.416,6.623,3.416,4.093,3.811,3.416,6.642,3.811,3.811,3.416,3.811,3.416,4.093,6.475,3.811,3.416,3.811,6.247,3.416,3.416,3.416,3.416
ref_00407,4.156,3.873,2.815,3.873,3.873,3.478,3.873,6.311,3.478,3.478,3.873,4.156,6.898,6.444,2.815,6.584,3.478,3.873,5.801,3.478,3.478,3.478,3.873,6.493,3.873,3.478,3.478,3.478,3.478,4.156,6.311,3.478,3.873,3.478,6.647,4.156,3.478,3.873,4.156
ref_00408,3.024,3.692,3.024,3.692,4.089,3.692,3.692,5.867,3.024,3.692,3.692,4.089,6.689,6.343,3.692,6.067,3.692,3.692,6.377,3.692,3.692,3.024,4.089,6.736,3.692,3.692,3.692,3.024,3.692,3.692,6.586,3.692,3.692,3.692,6.195,4.089,4.089,3.692,3.692
ref_00409,3.834,3.439,3.834,3.834,3.439,3.834,3.439,5.894,3.834,3.439,4.116,3.834,6.181,6.949,4.116,6.353,3.834,3.439,6.607,3.834,3.439,3.834,3.834,6.963,3.439,3.439,4.116,3.834,3.439,3.439,6.429,3.439,4.116,3.834,6.404,3.834,3.834,4.116,3.834
ref_00410,2.927,3.593,3.593,3.989,3.593,3.593,2.927,6.537,3.593,2.927,3.593,3.989,6.702,7.149,3.593,6.37,3.593,3.593,6.37,3.593,2.927,3.989,3.593,6.132,3.989,3.593,4.272,3.989,3.593,3.593,5.919,3.989,3.593,3.989,6.4,3.989,3.989,3.593,3.989
ref_00411,3.879,4.162,3.879,3.484,3.879,4.162,3.879,6.196,3.484,3.879,3.484,3.879,6.317,6.59,4.382,6.196,3.484,3.879,6.228,3.879,3.484,3.879,3.484,6.838,3.879,3.879,3.879,4.162,3.879,3.484,6.196,3.879,3.879,3.484,6.425,3.484,3.879,3.879,3.879
ref_00412,3.922,3.526,4.205,3.922,3.526,3.922,3.922,6.025,3.526,3.526,3.526,3.526,6.494,7.024,3.922,6.332,3.922,3.526,6.589,3.922,3.922,3.922,3.526,6.102,4.205,3.526,3.922,3.526,3.526,3.922,6.416,3.922,3.526,3.922,6.469,3.922,3.922,3.922,3.922
ref_00413,3.619,4.015,4.015,4.015,3.619,4.015,3.619,6.268,4.015,4.299,2.952,3.619,6.589,6.538,3.619,6.268,4.015,2.952,6.268,3.619,3.619,4.015,2.952,6.538,4.015,3.619,4.015,4.015,3.619,3.619,6.564,3.619,4.015,4.015,6.484,3.619,2.952,3.619,4.015
ref_00414,3.405,3.405,3.799,4.081,4.081,3.799,3.799,6.114,3.799,3.799,4.301,3.799,6.53,6.913,4.081,6.235,3.799,3.405,6.53,3.799,3.405,3.405,3.405,6.611,3.799,4.081,4.081,4.081,3.405,3.405,6.206,4.081,3.405,3.799,6.899,3.799,3.405,3.799,3.405
ref_00415,3.522,3.522,3.522,3.917,2.858,3.522,3.522,6.202,3.917,2.858,3.917,2.858,6.927,6.411,2.858,6.561,3.522,3.522,6.411,3.917,3.522,3.522,3.917,6.438,3.917,3.522,3.917,3.917,3.917,3.522,6.489,3.917,3.917,3.522,6.384,3.522,3.522,2.858,3.917
ref_00416,4.084,3.408,3.802,3.408,3.408,3.802,3.408,6.633,3.802,3.802,4.084,3.802,6.671,7.113,3.802,6.346,3.408,3.802,6.209,3.408,3.802,3.802,3.802,6.346,3.408,3.802,4.084,3.408,3.408,3.802,6.671,3.802,3.408,3.408,6.809,4.084,4.084,4.084,3.408
ref_00417,3.792,4.074,4.074,3.792,3.792,3.792,3.792,6.434,3.792,3.398,3.398,3.792,6.783,6.962,3.398,6.074,3.398,3.398,6.41,3.792,3.792,4.074,4.074,6.584,4.074,3.398,4.074,4.074,3.792,3.792,6.139,3.792,4.074,3.792,6.846,3.398,3.792,3.792,4.074
ref_00418,4.048,3.766,3.766,3.372,4.048,3.766,4.267,6.309,3.766,3.766,3.372,4.048,7.039,6.634,3.372,6.283,3.766,3.372,6.474,4.048,3.766,4.048,3.766,6.596,3.766,3.766,3.766,3.372,3.766,3.372,6.739,3.766,3.372,4.048,6.557,3.766,4.048,4.048,3.766
ref_00419,3.406,3.406,3.801,3.801,3.801,3.406,3.406,5.94,3.406,4.083,3.801,3.801,6.613,6.688,3.406,6.593,3.801,3.801,6.147,3.801,4.083,3.406,3.406,6.741,3.406,3.406,3.801,3.801,3.406,3.801,6.613,3.801,3.801,4.083,6.147,3.801,4.083,3.406,3.801
ref_00420,3.801,4.083,3.801,3.406,3.801,4.083,4.303,5.901,3.801,3.406,4.303,3.406,7.062,6.419,4.083,6.116,4.303,4.303,6.319,3.801,3.801,3.801,3.406,6.488,4.083,3.801,3.801,3.801,4.083,3.801,5.94,3.801,3.801,4.303,6.824,4.083,4.083,3.801,4.083
ref_00421,3.561,2.896,3.561,3.957,4.24,3.561,3.561,5.837,3.561,3.561,3.561,3.561,6.578,6.529,3.561,6.752,3.957,3.561,6.711,3.561,3.561,3.561,3.957,6.424,3.561,3.561,3.561,3.561,3.957,3.957,6.624,3.957,2.896,3.957,6.06,3.561,2.896,3.561,3.957
ref_00422,3.797,3.797,3.797,3.797,3.797,3.797,3.797,6.302,3.126,3.797,3.797,3.797,6.889,6.261,3.126,6.609,3.797,3.797,6.261,3.126,3.797,3.126,3.797,6.219,3.126,3.126,4.195,4.195,3.797,4.195,6.45,3.797,3.126,3.797,6.45,3.797,3.797,3.797,3.797
ref_00423,3.572,3.572,2.907,3.572,3.968,3.968,2.907,5.898,3.572,3.968,3.572,3.968,6.408,6.744,3.572,6.566,3.572,3.572,6.149,3.968,3.572,3.572,3.572,6.072,3.572,3.572,2.907,3.572,3.572,3.968,6.031,3.968,3.572,3.572,6.318,3.968,3.968,3.968,3.572
ref_00424,3.436,3.831,3.831,3.436,3.436,3.436,2.775,6.376,3.831,3.831,4.113,2.775,6.583,6.541,3.436,6.473,3.831,3.831,6.682,3.831,3.831,3.831,3.831,6.604,3.831,4.113,3.831,3.436,4.113,3.436,6.562,3.436,3.436,3.831,5.849,3.831,3.831,3.831,3.436
ref_00425,3.486,3.881,4.163,3.881,3.486,4.163,3.486,6.096,3.486,3.881,3.881,3.486,7.025,6.374,3.486,6.401,3.486,3.881,6.806,3.486,3.881,3.881,3.881,6.229,3.486,4.163,4.163,3.486,3.881,3.881,6.57,3.486,3.486,4.383,6.57,3.881,3.881,3.486,3.486
ref_00426,3.404,3.798,3.404,3.798,3.404,3.798,3.404,6.528,3.798,3.798,2.743,3.798,5.815,6.926,3.404,6.685,3.404,4.08,6.392,3.404,3.798,3.798,3.404,6.867,3.404,4.08,3.404,3.798,3.404,3.404,6.289,3.404,3.404,3.404,6.342,4.08,3.404,3.404,3.404
ref_00427,3.809,3.809,3.809,4.091,4.311,4.091,4.091,6.301,3.415,3.415,3.809,4.091,6.561,7.143,4.091,6.187,3.809,3.809,6.354,4.091,4.311,3.809,3.809,6.697,4.091,3.809,4.091,3.809,3.809,3.809,6.124,4.091,3.809,3.809,6.561,3.809,3.415,3.415,3.415
ref_00428,3.085,3.085,3.755,3.085,3.755,3.755,3.755,6.037,3.085,3.755,3.755,3.755,6.085,6.623,3.085,6.441,3.755,3.755,6.408,3.755,3.085,3.085,3.755,6.336,3.755,3.085,3.755,3.755,3.755,3.085,6.336,3.755,3.085,3.085,6.336,3.755,3.085,4.153,3.085
ref_00429,3.753,3.083,3.753,3.753,3.083,3.753,3.083,6.13,3.753,3.083,3.753,3.083,6.439,6.472,3.083,6.13,3.753,3.083,6.649,3.753,3.753,3.083,3.753,6.13,3.083,3.083,3.753,3.753,3.083,3.753,6.701,3.753,3.753,3.753,5.93,3.753,3.753,3.753,3.753
ref_00430,4.226,4.226,3.943,3.548,3.943,3.548,3.943,6.516,3.943,4.226,4.226,3.548,6.228,6.738,3.548,6.677,3.943,3.548,6.353,2.883,3.548,3.943,4.226,6.382,3.943,3.548,3.548,3.943,3.943,3.943,6.718,3.548,3.943,3.548,6.797,3.548,3.548,3.548,3.943
ref_00431,3.827,3.432,3.827,3.432,3.827,3.432,3.827,6.041,4.109,3.432,3.827,3.827,6.319,6.492,3.827,6.234,3.827,4.109,6.421,3.827,4.109,3.432,4.109,6.818,3.827,3.432,3.827,4.109,3.827,3.827,6.234,4.109,3.432,3.827,6.109,3.827,3.827,3.827,3.432
ref_00432,3.824,4.106,4.106,3.824,4.106,3.429,4.106,6.106,4.106,4.106,3.429,3.429,6.073,7.17,3.824,6.555,4.106,4.106,6.489,3.429,3.429,4.106,4.106,6.847,3.824,3.429,3.824,3.824,4.106,3.824,6.26,4.106,4.106,3.824,6.288,3.824,3.824,3.824,3.824
ref_00433,3.909,3.909,3.909,4.192,3.514,4.192,3.514,6.258,3.909,3.514,3.514,3.514,6.455,6.62,3.514,6.376,3.514,3.909,6.598,3.909,3.514,3.909,4.192,6.481,4.192,3.514,3.909,4.192,3.514,3.514,6.743,3.514,3.909,4.192,6.289,3.909,4.192,4.192,3.909
ref_00434,4.134,3.457,3.852,3.852,3.852,3.852,3.457,6.625,2.795,3.852,3.457,3.852,6.54,6.844,3.457,6.289,3.457,3.852,6.604,3.457,3.852,3.852,3.852,6.471,3.852,3.852,3.852,3.852,3.457,3.852,6.517,3.457,3.852,3.852,6.371,3.457,3.457,3.457,3.852
ref_00435,3.821,3.821,3.821,3.821,3.821,3.821,3.821,5.674,4.219,3.821,3.149,3.149,6.868,6.243,3.149,6.541,3.149,3.149,5.941,3.821,3.821,3.149,3.149,6.633,3.821,3.149,3.149,3.149,3.149,3.149,6.403,3.821,3.149,3.821,5.817,4.219,3.821,3.821,3.821
ref_00436,3.653,2.986,3.653,2.986,4.05,3.653,3.653,6.027,3.653,3.653,3.653,3.653,6.785,6.401,3.653,6.432,4.05,4.05,6.462,4.05,4.05,3.653,3.653,6.624,4.05,3.653,3.653,2.986,4.05,3.653,5.827,4.05,3.653,4.05,5.932,4.05,4.05,4.05,3.653
ref_00437,4.063,3.781,3.387,3.387,3.781,3.781,3.387,5.497,3.781,3.387,3.781,3.781,6.738,6.467,3.781,6.467,3.781,3.387,6.158,3.781,4.063,3.387,3.781,6.668,3.387,3.781,3.387,3.781,3.781,3.387,6.788,3.781,4.063,3.781,6.422,3.781,3.387,3.781,3.387
ref_00438,4.113,3.716,3.046,3.046,3.716,3.716,3.716,6.332,4.113,3.046,3.716,3.716,6.827,6.911,3.716,6.401,3.716,4.113,5.996,3.716,4.113,3.716,3.046,6.61,3.716,3.046,3.046,4.113,3.716,3.716,6.219,3.046,3.716,3.046,5.834,3.046,3.716,3.046,3.716
ref_00439,3.376,3.77,4.052,4.052,3.77,3.376,4.052,6.287,3.77,4.052,4.052,3.376,6.966,6.839,4.052,6.387,3.376,4.052,6.434,2.716,3.376,3.77,3.77,6.657,4.052,3.77,4.052,3.77,3.376,3.77,6.62,3.77,3.376,4.052,5.946,3.77,3.376,3.77,3.77
ref_00440,6.563,3.942,3.268,4.341,3.942,4.341,3.268,3.942,3.268,3.942,3.268,3.942,3.268,3.942,4.341,3.942,3.942,6.275,3.942,3.942,5.871,3.268,3.942,4.341,3.268,3.942,3.942,4.341,6.894,3.268,3.942,3.268,6.366,3.942,3.942,6.227,3.942,4.341,6.175
ref_00441,5.987,3.614,3.614,3.614,3.614,3.614,3.614,2.947,3.614,3.614,3.614,3.614,3.614,3.614,3.614,3.614,3.614,6.391,4.01,4.293,6.361,3.614,4.01,4.01,3.614,4.01,4.01,3.614,6.45,3.614,3.614,3.614,6.786,4.01,3.614,6.478,4.01,3.614,6.391
ref_00442,6.367,3.189,3.189,3.861,3.861,3.189,3.189,3.861,3.189,3.189,3.861,3.861,3.861,3.189,3.861,3.189,3.189,6.367,3.189,3.861,5.982,3.189,3.861,3.189,3.861,3.189,3.861,3.189,6.515,3.861,3.861,3.189,6.644,3.861,4.259,6.515,3.189,3.189,6.444
ref_00443,6.671,3.584,4.263,3.98,3.98,3.584,3.584,3.98,4.263,2.918,3.584,3.98,3.584,3.584,3.98,3.584,4.263,5.862,3.98,3.584,5.91,3.584,2.918,3.584,3.98,3.584,3.98,3.584,6.776,2.918,3.98,3.584,6.553,3.584,3.98,6.232,3.98,3.584,6.553
ref_00444,6.668,3.772,4.17,4.17,3.772,4.17,3.772,3.772,4.17,4.17,3.772,3.772,4.17,3.772,4.17,4.17,4.17,6.668,3.772,4.17,6.315,4.17,3.772,4.17,4.17,4.17,4.17,4.17,6.72,3.772,4.17,4.17,6.523,4.453,4.17,6.553,4.17,3.772,6.424
ref_00445,6.711,4.22,4.22,3.937,3.541,4.22,3.541,3.541,3.541,3.541,3.541,4.22,3.541,3.937,3.541,3.541,4.22,6.188,3.541,3.937,6.458,3.541,4.22,3.541,3.937,4.44,4.22,3.937,6.188,4.22,3.541,3.541,6.431,3.937,3.541,7.137,3.937,3.541,6.431
ref_00446,6.199,3.426,4.323,3.821,4.103,3.821,3.821,4.103,3.821,3.821,3.426,4.323,3.426,4.103,3.426,3.426,3.821,6.339,3.821,3.426,5.922,3.821,3.821,3.426,4.103,4.103,4.103,4.103,6.964,3.426,3.426,4.323,7.07,4.103,4.103,6.86,3.426,3.821,6.136
ref_00447,5.998,3.002,3.67,3.002,4.067,3.67,3.67,3.002,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,6.479,3.002,3.002,6.044,3.002,3.67,3.67,3.67,3.67,3.67,3.002,5.844,3.67,3.67,3.67,6.903,3.002,3.67,6.69,4.067,3.67,6.285
ref_00448,6.254,3.16,4.23,3.832,3.16,3.832,3.832,3.16,3.832,3.832,3.16,3.832,3.832,3.16,3.832,3.16,3.16,6.297,3.832,3.832,5.759,3.16,3.832,3.16,3.16,3.16,3.832,3.16,6.064,3.832,3.16,3.16,6.781,3.832,3.832,6.451,3.16,3.16,6.519
ref_00449,6.512,4.174,3.892,4.174,4.174,3.892,3.497,4.174,3.497,3.892,3.497,4.174,3.892,3.497,3.892,3.892,3.497,6.301,3.892,3.892,6.301,3.497,4.174,4.174,3.497,4.174,3.892,3.892,7.077,3.892,3.497,3.497,6.512,4.174,3.497,6.781,3.892,3.497,6.33
ref_00450,6.236,3.588,3.588,3.588,3.588,3.588,3.588,3.588,3.588,3.984,3.984,3.984,3.588,3.588,3.588,3.984,3.588,6.201,3.588,4.267,5.643,3.588,3.588,3.984,3.984,3.984,3.588,3.588,6.718,3.588,3.588,4.267,6.838,3.588,3.984,6.875,3.984,2.922,6.629
ref_00451,6.396,3.929,3.929,3.929,3.929,3.929,3.929,3.256,3.256,4.328,3.256,3.929,3.929,3.256,3.929,3.929,3.929,6.585,3.929,3.929,5.927,4.328,3.929,3.929,3.929,3.256,3.929,3.929,6.052,3.929,3.929,3.929,6.585,3.256,3.929,6.396,3.929,3.256,6.476
